#    Num. of WP
    1836
#    ID    WP_x[m]         WP_y[m]          Velocity[m/s]		CUT_Flag[1:down, 2:up]		area_type
     1     -46447.4834     -14696.2460          0.0000	              0                         0
     2     -46447.8046     -14696.1829          0.2000	              1                         0
     3     -46448.1090     -14696.1269          0.3000	              0                         0
     4     -46448.4573     -14696.0550          0.5000	              0                         0
     5     -46448.9182     -14695.9871          0.8000	              0                         0
     6     -46449.3265     -14695.9309          1.0000	              0                         0
    13     -46452.4635     -14695.0886          1.9000	              0                         0
    20     -46455.2470     -14694.4002          2.0000	              0                         0
    27     -46458.1836     -14693.7975          2.1000	              0                         0
    34     -46461.0314     -14693.1872          2.0000	              0                         0
    41     -46463.7900     -14692.5935          2.0000	              0                         0
    48     -46466.5997     -14692.0164          1.5000	              0                         0
    55     -46469.5651     -14691.3547          2.0000	              0                         0
    62     -46472.4137     -14690.8800          2.1000	              0                         0
    69     -46475.3354     -14690.4738          2.1000	              0                         0
    76     -46478.1900     -14690.0614          2.0000	              0                         0
    83     -46481.0263     -14689.5387          2.0000	              0                         0
    90     -46483.8868     -14689.0277          1.9000	              0                         0
    97     -46486.6589     -14688.6482          1.7000	              0                         0
   104     -46489.3317     -14688.1024          1.9000	              0                         0
   111     -46491.8572     -14687.6922          1.6000	              0                         0
   118     -46494.1485     -14687.2372          1.6000	              0                         0
   125     -46496.8619     -14686.8089          1.2000	              0                         0
   129     -46498.7607     -14686.3478          1.0000	              2                         0
   130     -46499.0860     -14686.2692          0.6000	              0                         0
   131     -46499.4397     -14686.2058          0.5000	              0                         0
   132     -46499.2534     -14686.2447         -0.5000	              0                         0
   133     -46498.9437     -14686.3108         -0.8000	              0                         0
   134     -46498.5619     -14686.3747         -0.9000	              0                         0
   135     -46498.1677     -14686.4509         -1.0000	              0                         0
   136     -46497.7534     -14686.5059         -1.1000	              0                         0
   137     -46497.3116     -14686.5265         -1.1000	              0                         0
   138     -46496.8912     -14686.5072         -1.0000	              0                         0
   139     -46496.4741     -14686.4675         -1.0000	              0                         0
   140     -46496.0590     -14686.4007         -1.0000	              0                         0
   141     -46495.6133     -14686.2955         -1.0000	              0                         0
   142     -46495.2116     -14686.1405         -1.0000	              0                         0
   144     -46494.8477     -14686.0029         -0.5000	              0                         0
   145     -46495.1894     -14686.1681          1.0000	              0                         0
   146     -46495.6626     -14686.4743          1.4000	              0                         0
   147     -46495.9067     -14686.6673          1.5000	              0                         0
   148     -46496.1703     -14686.8625          1.6000	              0                         0
   149     -46496.6771     -14687.3144          1.9000	              0                         0
   150     -46496.8301     -14687.5909          1.5000	              0                         0
   151     -46496.9948     -14687.8965          1.7000	              0                         0
   152     -46497.2152     -14688.4984          1.7000	              0                         0
   153     -46497.2383     -14688.8569          1.7000	              0                         0
   154     -46497.2034     -14689.5293          1.9000	              0                         0
   155     -46497.1186     -14689.8604          1.7000	              0                         0
   156     -46496.9936     -14690.1540          1.5000	              0                         0
   157     -46496.8769     -14690.4455          1.5000	              0                         0
   158     -46496.7413     -14690.7257          1.5000	              0                         0
   159     -46496.4215     -14691.1262          1.1000	              0                         0
   160     -46496.3552     -14691.2206          0.5000	              0                         0
   161     -46496.6321     -14690.9067         -0.7000	              0                         0
   162     -46496.8338     -14690.6255         -0.8000	              0                         0
   163     -46497.0093     -14690.3263         -0.8000	              0                         0
   164     -46497.1908     -14690.0346         -0.8000	              0                         0
   165     -46497.3900     -14689.7228         -0.9000	              0                         0
   166     -46497.5746     -14689.4229         -0.8000	              0                         0
   167     -46497.7316     -14689.1254         -0.8000	              0                         0
   168     -46497.8999     -14688.8615         -0.7000	              0                         0
   169     -46498.0708     -14688.6005         -0.8000	              0                         0
   170     -46498.2644     -14688.3580         -0.7000	              0                         0
   171     -46498.5081     -14688.1375         -0.8000	              0                         0
   172     -46498.7784     -14687.8679         -0.4000	              0                         0
   173     -46498.7444     -14687.9049          0.3000	              0                         0
   174     -46498.4704     -14688.1159          0.5000	              0                         0
   175     -46498.1164     -14688.3289          0.7000	              0                         0
   176     -46497.8252     -14688.4649          0.8000	              0                         0
   177     -46497.5357     -14688.6062          0.7000	              1                         0
   178     -46497.2474     -14688.7057          0.2000	              0                         0
   179     -46496.9444     -14688.7667          0.3000	              0                         0
   180     -46496.6281     -14688.8194          0.3000	              0                         0
   181     -46496.3162     -14688.8670          0.5000	              0                         0
   182     -46495.8819     -14688.9650          0.7000	              0                         0
   183     -46495.4967     -14689.0245          1.0000	              0                         0
   189     -46493.2027     -14689.3668          1.6000	              0                         0
   196     -46490.6379     -14689.7510          1.7000	              0                         0
   203     -46487.9146     -14690.3176          1.7000	              0                         0
   211     -46484.4341     -14691.1247          1.8000	              0                         0
   218     -46481.3093     -14691.8021          2.1000	              0                         0
   225     -46478.3247     -14692.3156          2.2000	              0                         0
   232     -46475.2814     -14692.8155          2.1000	              0                         0
   239     -46472.2618     -14693.3645          2.1000	              0                         0
   246     -46469.3133     -14693.9167          2.0000	              0                         0
   253     -46466.7691     -14694.4753          1.6000	              0                         0
   260     -46463.9886     -14695.0305          2.0000	              0                         0
   267     -46461.0169     -14695.5989          2.2000	              0                         0
   274     -46457.9904     -14696.2694          2.1000	              0                         0
   281     -46455.0367     -14696.9330          2.2000	              0                         0
   288     -46452.2330     -14697.5814          1.9000	              0                         0
   295     -46449.4877     -14698.2629          1.7000	              0                         0
   302     -46447.0601     -14698.7538          1.8000	              0                         0
   306     -46445.4999     -14699.1097          1.5000	              2                         0
   307     -46445.1933     -14699.2003          1.5000	              0                         0
   308     -46444.9069     -14699.3049          1.5000	              0                         0
   309     -46444.6150     -14699.4072          1.5000	              0                         0
   310     -46444.3243     -14699.5148          1.5000	              0                         0
   311     -46444.0645     -14699.6691          1.5000	              0                         0
   312     -46443.8048     -14699.8303          1.5000	              0                         0
   313     -46443.2889     -14700.1909          1.7000	              0                         0
   314     -46443.0736     -14700.4099          1.5000	              0                         0
   315     -46442.7115     -14700.8804          1.5000	              0                         0
   316     -46442.4389     -14701.3996          1.5000	              0                         0
   317     -46442.2262     -14701.9465          1.4000	              0                         0
   318     -46442.1345     -14702.3781          0.9000	              0                         0
   319     -46442.1397     -14702.3262         -0.4000	              0                         0
   320     -46442.1747     -14702.0118         -0.8000	              0                         0
   321     -46442.2382     -14701.5745         -1.1000	              0                         0
   322     -46442.2840     -14701.1130         -1.2000	              0                         0
   323     -46442.3229     -14700.6713         -1.1000	              0                         0
   324     -46442.3450     -14700.2062         -1.1000	              0                         0
   325     -46442.3343     -14699.7395         -1.1000	              0                         0
