#	Start Position
#	-46466.4889		-14705.1693		1.1521
#    Num. of WP
    7
#    ID    WP_x[m]         WP_y[m]          Velocity[m/s]	CUT_Flag[1:down, 2:up]		area_type
     1     -46466.4889     -14705.1693          0.0				0							0
     2     -46463.7999     -14699.5063          1.0				1							0
     3     -46459.3825     -14689.9411          1.0				0							0
     4     -46456.9405     -14684.1017          1.0				2							0
# Backward
     5     -46459.3825     -14689.9411         -1.0				0							0
     6     -46463.7999     -14699.5063         -1.0				0							0
     7     -46466.4889     -14705.1693         -1.0				0							0
