#    Num. of WP
    112
#    ID    WP_x[m]         WP_y[m]          Velocity[m/s]		CUT_Flag[1:down:2:up]		area_type	gain_id
     1      -3466.0233     -37659.3703          0.0000	              0                         0            0
     2      -3465.9372     -37659.3815         -0.1500	              0                         0            0
     3      -3465.6704     -37659.5392         -0.2000	              0                         0            0
     4      -3465.4513     -37659.7476         -0.3300	              0                         0            0
     5      -3465.1887     -37659.9407         -0.2600	              0                         0            0
     6      -3464.9373     -37660.1663         -0.3800	              0                         0            0
     7      -3464.6288     -37660.3261         -0.3200	              0                         0            0
     8      -3464.3716     -37660.5178         -0.3400	              0                         0            0
     9      -3464.1705     -37660.7594         -0.3100	              0                         0            0
    10      -3463.9201     -37661.0077         -0.3000	              0                         0            0
    11      -3463.6509     -37661.2036         -0.3500	              0                         0            0
    12      -3463.4316     -37661.4096         -0.1800	              0                         0            0
    13      -3463.1607     -37661.6368         -0.4500	              0                         0            0
    14      -3462.8948     -37661.8514         -0.3800	              0                         0            0
    15      -3462.6395     -37662.0740         -0.3200	              0                         0            0
    16      -3462.3737     -37662.3047         -0.3500	              0                         0            0
    17      -3462.1451     -37662.5052         -0.3400	              0                         0            0
    18      -3461.8528     -37662.7300         -0.3900	              0                         0            0
    19      -3461.6460     -37662.9663         -0.4200	              0                         0            0
    20      -3461.3942     -37663.1859         -0.3600	              0                         0            0
    21      -3461.1614     -37663.3927         -0.3300	              0                         0            0
    22      -3460.8995     -37663.6340         -0.3900	              0                         0            0
    23      -3460.6247     -37663.8509         -0.4500	              0                         0            0
    24      -3460.3333     -37664.0043         -0.2700	              0                         0            0
    25      -3460.0888     -37664.2662         -0.3600	              0                         0            0
    26      -3459.8466     -37664.4547         -0.4300	              0                         0            0
    27      -3459.6269     -37664.6860         -0.3900	              0                         0            0
    28      -3459.4014     -37664.9136         -0.3500	              0                         0            0
    29      -3459.1799     -37665.1481         -0.3700	              0                         0            0
    30      -3458.9106     -37665.3684         -0.4500	              0                         0            0
    31      -3458.6555     -37665.5436         -0.4800	              0                         0            0
    32      -3458.4154     -37665.7802         -0.5200	              0                         0            0
    33      -3458.1667     -37665.9986         -0.4000	              0                         0            0
    34      -3457.8633     -37666.1766         -0.4900	              0                         0            0
    35      -3457.5976     -37666.4059         -0.4000	              0                         0            0
    36      -3457.3648     -37666.6192         -0.3600	              0                         0            0
    37      -3457.1555     -37666.8650         -0.4100	              0                         0            0
    38      -3456.8680     -37667.1023         -0.4100	              0                         0            0
    39      -3456.6041     -37667.3620         -0.4100	              0                         0            0
    40      -3456.3453     -37667.5785         -0.4000	              0                         0            0
    41      -3456.1335     -37667.7933         -0.2800	              0                         0            0
    42      -3455.9165     -37668.0330         -0.2300	              0                         0            0
    43      -3455.7388     -37668.2803         -0.2700	              0                         0            0
    44      -3455.5843     -37668.5437         -0.1100	              0                         0            0
    45      -3455.2870     -37668.6349         -0.2600	              0                         0            0
    46      -3455.0443     -37668.8195         -0.5900	              0                         0            0
    47      -3454.8400     -37669.0895         -0.3500	              0                         0            0
    48      -3454.6259     -37669.3564         -0.3800	              0                         0            0
    49      -3454.3424     -37669.5701         -0.3600	              0                         0            0
    50      -3453.9972     -37669.5839         -0.3300	              0                         0            0
    51      -3453.7320     -37669.4157         -0.2000	              0                         0            0
    52      -3453.8266     -37669.3269          0.1600	              0                         0            0
    53      -3454.1502     -37669.4699          0.3500	              0                         0            0
    54      -3454.3286     -37669.7618          0.4300	              0                         0            0
    55      -3454.4009     -37669.9832          0.3500	              0                         0            0
    56      -3454.4335     -37670.0995         -0.3000	              0                         0            0
    57      -3454.4518     -37670.4328          0.3900	              0                         0            0
    58      -3454.4902     -37670.7327          0.2300	              0                         0            0
    59      -3454.4879     -37671.0717          0.2100	              0                         0            0
    60      -3454.4685     -37671.3939          0.2900	              0                         0            0
    61      -3454.3291     -37671.5327          0.2200	              0                         0            0
    62      -3454.2306     -37671.2369         -0.3700	              0                         0            0
    63      -3454.0573     -37670.9112         -0.6400	              0                         0            0
    64      -3453.9481     -37670.5433         -0.4600	              0                         0            0
    65      -3453.9763     -37670.1991         -0.3800	              0                         0            0
    66      -3454.1269     -37669.9092         -0.4100	              0                         0            0
    67      -3454.3087     -37669.6625         -0.3600	              0                         0            0
    68      -3454.5683     -37669.3983         -0.4100	              0                         0            0
    69      -3454.7904     -37669.1891         -0.4200	              0                         0            0
    70      -3455.0128     -37668.9797         -0.5200	              0                         0            0
    71      -3455.2753     -37668.8103         -0.4600	              0                         0            0
    72      -3455.5109     -37668.5479         -0.3700	              0                         0            0
    73      -3455.7538     -37668.3189         -0.3300	              0                         0            0
    74      -3456.0152     -37668.0965         -0.3700	              0                         0            0
    75      -3456.2401     -37667.8864         -0.4000	              0                         0            0
    76      -3456.5051     -37667.6520         -0.3200	              0                         0            0
    77      -3456.7625     -37667.3983         -0.4200	              0                         0            0
    78      -3457.0401     -37667.1495         -0.4100	              0                         0            0
    79      -3457.2988     -37666.9263         -0.4500	              0                         0            0
    80      -3457.5302     -37666.6952         -0.3700	              0                         0            0
    81      -3457.8117     -37666.4568         -0.4500	              0                         0            0
    82      -3458.0539     -37666.2459         -0.4400	              0                         0            0
    83      -3458.2766     -37665.9962         -0.3600	              0                         0            0
    84      -3458.5517     -37665.7670         -0.4100	              0                         0            0
    85      -3458.7917     -37665.5385         -0.4500	              0                         0            0
    86      -3459.0513     -37665.2679         -0.4200	              0                         0            0
    87      -3459.3273     -37665.0361         -0.4300	              0                         0            0
    88      -3459.5971     -37664.8120         -0.4300	              0                         0            0
    89      -3459.8546     -37664.5546         -0.3600	              0                         0            0
    90      -3460.0710     -37664.3248         -0.4500	              0                         0            0
    91      -3460.3425     -37664.1622         -0.4400	              0                         0            0
    92      -3460.5349     -37663.9224         -0.3300	              0                         0            0
    93      -3460.7475     -37663.6449         -0.3900	              0                         0            0
    94      -3461.0136     -37663.3987         -0.4700	              0                         0            0
    95      -3461.2200     -37663.1542         -0.3500	              0                         0            0
    96      -3461.5237     -37662.9370         -0.5300	              0                         0            0
    97      -3461.8317     -37662.6896         -0.4900	              0                         0            0
    98      -3462.1215     -37662.4430         -0.4900	              0                         0            0
    99      -3462.3681     -37662.1786         -0.4700	              0                         0            0
   100      -3462.6285     -37661.9382         -0.4200	              0                         0            0
   101      -3462.8962     -37661.7082         -0.4600	              0                         0            0
   102      -3463.1767     -37661.5560         -0.3500	              0                         0            0
   103      -3463.3868     -37661.2881         -0.4300	              0                         0            0
   104      -3463.6003     -37661.0761         -0.1900	              0                         0            0
   105      -3463.8189     -37660.8704         -0.3300	              0                         0            0
   106      -3464.0345     -37660.5857         -0.3400	              0                         0            0
   107      -3464.3216     -37660.3373         -0.4600	              0                         0            0
   108      -3464.5938     -37660.1308         -0.3400	              0                         0            0
   109      -3464.8346     -37659.9147         -0.2700	              0                         0            0
   110      -3465.1130     -37659.7095         -0.3000	              0                         0            0
   111      -3465.3519     -37659.4681         -0.2800	              0                         0            0
   112      -3465.5833     -37659.2616         -0.1100	              0                         0            0
#	Start Position
#      -3466.0233     -37659.3703         -0.1291
