#	Start 	Position					
#	-46466.4889	-14705.1693	1.1521				
#	Num.	of	WP				
	123						
#	ID	WP_x[m]	WP_y[m]    	Velocity[m/s]	CUT_Flag[1:down:2:up]	area_type	gain_id
	97 	-46460.9787 	-14693.3950 	-1	0	0	0
	98 	-46461.1885 	-14693.8489 	-1	0	0	0
	99 	-46461.3982 	-14694.3028 	-1	0	0	0
	100 	-46461.6080 	-14694.7567 	-1	0	0	0
	101 	-46461.8177 	-14695.2105 	-1	0	0	0
	102 	-46462.0275 	-14695.6644 	-1	0	0	0
	103 	-46462.2372 	-14696.1183 	-1	0	0	0
	104 	-46462.4470 	-14696.5722 	-1	0	0	0
	105 	-46462.6568 	-14697.0260 	-1	0	0	0
	106 	-46462.8665 	-14697.4799 	-1	0	0	0
	107 	-46463.0763 	-14697.9338 	-1	0	0	0
	108 	-46463.2860 	-14698.3877 	-1	0	0	0
	109 	-46463.4958 	-14698.8415 	-1	0	0	0
	110 	-46463.7055 	-14699.2954 	-1	0	0	0
	111 	-46463.9153 	-14699.7493 	-1	0	0	0
	112 	-46464.1297 	-14700.2010 	-1	0	0	0
	113 	-46464.3442 	-14700.6526 	-1	0	0	0
	114 	-46464.5587 	-14701.1043 	-1	0	0	0
	115 	-46464.7730 	-14701.5560 	-1	0	0	0
	116 	-46464.9870 	-14702.0076 	-1	0	0	0
	117 	-46465.2020 	-14702.4593 	-1	0	0	0
	118 	-46465.4160 	-14702.9110 	-1	0	0	0
	119 	-46465.6310 	-14703.3626 	-1	0	0	0
	120 	-46465.8450 	-14703.8143 	-1	0	0	0
	121 	-46466.0600 	-14704.2660 	-0.7	0	0	0
	122 	-46466.2740 	-14704.7176 	-0.5	0	0	0
	123 	-46466.4880 	-14705.1693 	-0.2	0	0	0
